date,title,url
2000-07-19,赤天化半年报,/disclosure/listedinfo/announcement/c/600227_2000_1.pdf
2001-02-20,赤天化年报,/disclosure/listedinfo/announcement/c/600227_2000_0.pdf
2001-05-16,赤天化上市公司章程,/disclosure/listedinfo/announcement/c/600227_2001_g.pdf
2001-08-22,赤天化半年报,/disclosure/listedinfo/announcement/c/600227_2001_1.pdf
2001-10-26,赤天化第三季度季报,/disclosure/listedinfo/announcement/c/600227_2001_3.pdf
2002-02-05,赤天化年报,/disclosure/listedinfo/announcement/c/600227_2001_n.pdf
2002-03-22,赤天化上市公司章程,/disclosure/listedinfo/announcement/c/600227_20020322_g.pdf
2002-04-19,赤天化第一季度季报,/disclosure/listedinfo/announcement/c/600227_2002_1.pdf
2002-07-06,赤天化股东大会决议公告,/disclosure/listedinfo/announcement/c/600227_20020706_2.pdf
2002-07-06,赤天化股东大会会议资料,/disclosure/listedinfo/announcement/c/600227_20020706_1.pdf
2002-08-24,赤天化半年报,/disclosure/listedinfo/announcement/c/2002-08-24/600227_2002_z.pdf
2002-10-18,赤天化第三季度季报,/disclosure/listedinfo/announcement/c/2002-10-18/600227_2002_3.pdf
2003-01-25,赤天化年报摘要,/disclosure/listedinfo/announcement/c/2003-01-25/600227_2002_nz.pdf
2003-01-25,赤天化年报,/disclosure/listedinfo/announcement/c/2003-01-25/600227_2002_n.pdf
2003-03-12,赤天化股东大会会议资料,/disclosure/listedinfo/announcement/c/2003-03-12/600227_20030312_1.pdf
2003-03-19,赤天化股东大会决议公告,/disclosure/listedinfo/announcement/c/2003-03-19/600227_20030319_1.pdf
2003-03-22,赤天化上市公司章程,/disclosure/listedinfo/announcement/c/2003-03-22/600227_20030322_g.pdf
2003-04-12,赤天化募集资金使用管理办法,/disclosure/listedinfo/announcement/c/2003-04-12/600227_20030412_2.pdf
2003-04-12,赤天化关联交易管理制度,/disclosure/listedinfo/announcement/c/2003-04-12/600227_20030412_1.pdf
2003-04-12,赤天化独立董事工作制度,/disclosure/listedinfo/announcement/c/2003-04-12/600227_20030412_3.pdf
2003-04-12,赤天化第一季度季报,/disclosure/listedinfo/announcement/c/2003-04-12/600227_2003_1.pdf
2003-04-12,赤天化担保管理办法,/disclosure/listedinfo/announcement/c/2003-04-12/600227_20030412_4.pdf
2003-05-12,赤天化股东大会会议资料,/disclosure/listedinfo/announcement/c/2003-05-12/600227_20030512_1.pdf
2003-05-12,赤天化独立财务顾问报告,/disclosure/listedinfo/announcement/c/2003-05-12/600227_20030512_2.pdf
2003-05-14,赤天化股东大会决议公告,/disclosure/listedinfo/announcement/c/2003-05-14/600227_20030514_1.pdf
2003-06-20,赤天化章程修改议案,/disclosure/listedinfo/announcement/c/2003-06-20/600227_20030620_1.pdf
2003-08-26,赤天化半年报,/disclosure/listedinfo/announcement/c/2003-08-26/600227_2003_z.pdf
2003-09-19,赤天化股东大会会议资料,/disclosure/listedinfo/announcement/c/2003-09-19/600227_20030919_1.pdf
2003-09-27,赤天化股东大会决议公告,/disclosure/listedinfo/announcement/c/2003-09-27/600227_20030927_1.pdf
2003-10-25,赤天化第三季度季报,/disclosure/listedinfo/announcement/c/2003-10-25/600227_2003_3.pdf
2004-02-20,赤天化召开2003年度股东大会通知,/disclosure/listedinfo/announcement/c/2004-02-20/600227_20040220_2.pdf
2004-02-20,赤天化年报,/disclosure/listedinfo/announcement/c/2004-02-20/600227_2003_n.pdf
2004-02-20,赤天化监事会决议公告,/disclosure/listedinfo/announcement/c/2004-02-20/600227_20040220_4.pdf
2004-02-20,赤天化关联交易公告,/disclosure/listedinfo/announcement/c/2004-02-20/600227_20040220_3.pdf
2004-02-20,赤天化董事会决议公告,/disclosure/listedinfo/announcement/c/2004-02-20/600227_20040220_1.pdf
2004-03-03,赤天化监事会决议公告,/disclosure/listedinfo/announcement/c/2004-03-03/600227_20040303_2.pdf
2004-03-03,赤天化董事会决议公告,/disclosure/listedinfo/announcement/c/2004-03-03/600227_20040303_1.pdf
2004-03-19,赤天化2003年度股东大会会议资料,/disclosure/listedinfo/announcement/c/2004-03-19/600227_20040319_1.pdf
2004-03-31,赤天化2003年度股东大会决议公告,/disclosure/listedinfo/announcement/c/2004-03-31/600227_20040331_1.pdf
2004-03-31,赤天化2003年度股东大会法律意见书,/disclosure/listedinfo/announcement/c/2004-03-31/600227_20040331_2.pdf
2004-04-03,赤天化上市公司章程,/disclosure/listedinfo/announcement/c/2004-04-03/600227_20040403_g.pdf
2004-04-16,赤天化第一季度季报,/disclosure/listedinfo/announcement/c/2004-04-16/600227_2004_1.pdf
2004-05-18,赤天化2003年度分红派息实施公告,/disclosure/listedinfo/announcement/c/2004-05-18/600227_20040518_1.pdf
