,date,title,url
0,2017-03-06,普利制药：2015年第一次临时股东大会会议决议,finalpage/2017-03-06/1203132758.PDF
1,2017-03-06,普利制药：中国证监会关于核准公司首次公开发行股票的批复,finalpage/2017-03-06/1203132759.PDF
2,2017-03-06,普利制药：公司章程（草案）,finalpage/2017-03-06/1203132760.PDF
3,2017-03-06,普利制药：关于公司设立以来股本演变情况的说明及其董事、监事、高级管理人员的确认意见,finalpage/2017-03-06/1203132761.PDF
4,2017-03-06,普利制药：关于公司最近三年非经常性损益的鉴证报告,finalpage/2017-03-06/1203132762.PDF
5,2017-03-06,普利制药：关于公司内部控制的鉴证报告,finalpage/2017-03-06/1203132763.PDF
6,2017-03-06,普利制药：北京德恒律师事务所关于公司首次公开发行股票并在创业板上市的律师工作报告,finalpage/2017-03-06/1203132764.PDF
7,2017-03-06,普利制药：北京德恒律师事务所关于公司首次公开发行股票并在创业板上市的法律意见,finalpage/2017-03-06/1203132765.PDF
8,2017-03-06,普利制药：北京德恒律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见（一）,finalpage/2017-03-06/1203132766.PDF
9,2017-03-06,普利制药：北京德恒律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见（三）,finalpage/2017-03-06/1203132767.PDF
10,2017-03-06,普利制药：北京德恒律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见（二）,finalpage/2017-03-06/1203132768.PDF
11,2017-03-06,普利制药：北京德恒律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见（五）,finalpage/2017-03-06/1203132769.PDF
12,2017-03-06,普利制药：北京德恒律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见（六）,finalpage/2017-03-06/1203132770.PDF
13,2017-03-06,普利制药：北京德恒律师事务所关于公司首次公开发行股票并在创业板上市的补充法律意见（四）,finalpage/2017-03-06/1203132771.PDF
14,2017-03-06,普利制药：2014-2016年度审计报告,finalpage/2017-03-06/1203132772.PDF
15,2017-03-06,普利制药：控股股东及实际控制人对招股说明书的确认意见,finalpage/2017-03-06/1203132773.PDF
16,2017-03-06,普利制药：海通证券股份有限公司关于公司首次公开发行股票并在创业板上市之发行保荐书,finalpage/2017-03-06/1203132774.PDF
17,2017-03-06,普利制药：海通证券股份有限公司关于公司首次公开发行股票并在创业板上市保荐工作报告,finalpage/2017-03-06/1203132775.PDF
18,2017-03-06,普利制药：第一届董事会第七次会议决议,finalpage/2017-03-06/1203132776.PDF
19,2017-03-06,普利制药：首次公开发行股票并在创业板上市初步询价及推介公告,finalpage/2017-03-06/1203132777.PDF
20,2017-03-06,普利制药：首次公开发行股票并在创业板上市招股意向书,finalpage/2017-03-06/1203132778.PDF
21,2017-03-06,普利制药：首次公开发行股票并在创业板上市提示公告,finalpage/2017-03-06/1203132779.PDF
22,2017-03-09,普利制药：首次公开发行股票并在创业板上市网上路演公告,finalpage/2017-03-09/1203141850.PDF
23,2017-03-13,普利制药：关于公司首次公开发行股票并在创业板上市招股说明书之更正公告,finalpage/2017-03-13/1203153508.PDF
24,2017-03-13,普利制药：首次公开发行股票并在创业板上市招股说明书（更新后）,finalpage/2017-03-13/1203153509.PDF
25,2017-03-13,普利制药：首次公开发行股票并在创业板上市发行公告,finalpage/2017-03-13/1203151112.PDF
26,2017-03-13,普利制药：首次公开发行股票并在创业板上市投资风险特别公告,finalpage/2017-03-13/1203151113.PDF
27,2017-03-13,普利制药：首次公开发行股票并在创业板上市招股说明书（已取消）,finalpage/2017-03-13/1203152958.PDF
28,2017-03-15,普利制药：首次公开发行股票并在创业板上市网上定价发行申购情况及中签率公告,finalpage/2017-03-15/1203158913.PDF
29,2017-03-16,普利制药：首次公开发行股票并在创业板上市网上定价发行摇号中签结果公告,finalpage/2017-03-16/1203162827.PDF
30,2017-03-16,普利制药：首次公开发行股票并在创业板上市网下发行初步配售结果公告,finalpage/2017-03-16/1203162828.PDF
31,2017-03-20,普利制药：首次公开发行股票并在创业板上市发行结果公告,finalpage/2017-03-20/1203173345.PDF
32,2017-03-27,普利制药：首次公开发行股票并在创业板上市上市公告书（更新后）,finalpage/2017-03-27/1203208492.PDF
33,2017-03-27,普利制药：上市公告书更正公告,finalpage/2017-03-27/1203208493.PDF
34,2017-03-27,普利制药：股票上市保荐书,finalpage/2017-03-27/1203204331.PDF
35,2017-03-27,普利制药：北京德恒律师事务所关于公司首次公开发行股票在深圳证券交易所创业板上市的法律意见,finalpage/2017-03-27/1203204332.PDF
36,2017-03-27,普利制药：首次公开发行股票并在创业板上市上市公告书（已取消）,finalpage/2017-03-27/1203204333.PDF
37,2017-03-27,普利制药：首次公开发行股票并在创业板上市之上市公告书提示性公告,finalpage/2017-03-27/1203204334.PDF
38,2017-03-29,普利制药：关于获得药物上市许可的公告,finalpage/2017-03-29/1203224684.PDF
39,2017-03-30,普利制药：股票交易异常波动公告,finalpage/2017-03-30/1203237250.PDF
40,2017-04-05,普利制药：第二届董事会第五次会议决议公告,finalpage/2017-04-05/1203248500.PDF
41,2017-04-05,普利制药：关于使用募集资金向全资子公司增资的公告,finalpage/2017-04-05/1203248501.PDF
42,2017-04-05,普利制药：关于召开2017年第一次临时股东大会的通知,finalpage/2017-04-05/1203248502.PDF
43,2017-04-05,普利制药：公司章程（2017年4月）,finalpage/2017-04-05/1203248503.PDF
44,2017-04-05,普利制药：年报信息披露重大差错责任追究制度（2017年4月）,finalpage/2017-04-05/1203248504.PDF
45,2017-04-05,普利制药：重大信息内部报告制度（2017年4月）,finalpage/2017-04-05/1203248505.PDF
46,2017-04-05,普利制药：董事、监事和高级管理人员持有公司股份及其变动管理制度（2017年4月）,finalpage/2017-04-05/1203248506.PDF
47,2017-04-05,普利制药：会计师事务所选聘制度（2017年4月）,finalpage/2017-04-05/1203248507.PDF
48,2017-04-05,普利制药：董事会审计委员会年报工作规程（2017年4月）,finalpage/2017-04-05/1203248508.PDF
49,2017-04-05,普利制药：独立董事年报工作规程（2017年4月）,finalpage/2017-04-05/1203248509.PDF
50,2017-04-05,普利制药：内幕信息知情人登记管理制度（2017年4月）,finalpage/2017-04-05/1203248510.PDF
51,2017-04-06,普利制药：股票交易异常波动公告,finalpage/2017-04-06/1203257818.PDF
52,2017-04-10,普利制药：股票交易异常波动公告,finalpage/2017-04-10/1203274359.PDF
53,2017-04-10,普利制药：2017年第一季度业绩预告,finalpage/2017-04-10/1203273993.PDF
54,2017-04-12,普利制药：股票交易异常波动公告,finalpage/2017-04-12/1203290156.PDF
55,2017-04-13,普利制药：关于签订募集资金专户存储三方监管协议的公告,finalpage/2017-04-13/1203295480.PDF
56,2017-04-14,普利制药：股票交易异常波动公告,finalpage/2017-04-14/1203301333.PDF
57,2017-04-14,普利制药：关于召开2017年第一次临时股东大会的提示性公告,finalpage/2017-04-14/1203298170.PDF
58,2017-04-19,普利制药：关于签订募集资金专户存储三方监管协议的公告,finalpage/2017-04-19/1203325789.PDF
59,2017-04-20,普利制药：2017年第一次临时股东大会会议决议公告,finalpage/2017-04-20/1203343788.PDF
60,2017-04-20,普利制药：2017年第一次临时股东大会的法律意见书,finalpage/2017-04-20/1203343789.PDF
61,2017-04-24,普利制药：海通证券股份有限公司关于公司使用募集资金置换预先投入募投项目自筹资金的核查意见,finalpage/2017-04-24/1203377625.PDF
62,2017-04-24,普利制药：第二届监事会第五次会议决议公告,finalpage/2017-04-24/1203377626.PDF
63,2017-04-24,普利制药：第二届董事会第六次会议决议公告,finalpage/2017-04-24/1203375072.PDF
64,2017-04-24,普利制药：使用募集资金置换预先投入募集资金投资项目自筹资金公告,finalpage/2017-04-24/1203375073.PDF
65,2017-04-24,普利制药：独立董事关于公司第二届董事会第六次会议相关事项的独立意见,finalpage/2017-04-24/1203375074.PDF
66,2017-04-24,普利制药：关于使用募集资金向全资子公司增资的公告,finalpage/2017-04-24/1203375075.PDF
67,2017-04-24,普利制药：关于公司以自筹资金预先投入募投项目的鉴证报告,finalpage/2017-04-24/1203375178.PDF
68,2017-04-24,普利制药：海通证券股份有限公司关于公司使用募集资金向全资子公司增资的核查意见,finalpage/2017-04-24/1203375179.PDF
69,2017-04-24,普利制药：海通证券股份有限公司关于公司使用募集资金向全资子公司增资的核查意见,finalpage/2017-04-24/1203364857.PDF
70,2017-04-28,普利制药：2017年第一季度报告披露提示性公告,finalpage/2017-04-28/1203410553.PDF
71,2017-04-28,普利制药：2017年第一季度报告全文（已取消）,finalpage/2017-04-28/1203410555.PDF
