,date,title,url
0,2000-02-25,弘业股份年报,/disclosure/listedinfo/announcement/c/600128_1999_0.pdf
1,2000-08-08,弘业股份半年报,/disclosure/listedinfo/announcement/c/600128_2000_1.pdf
2,2001-03-15,弘业股份年报,/disclosure/listedinfo/announcement/c/600128_2000_0.pdf
3,2001-03-27,弘业股份年报补充公告,/disclosure/listedinfo/announcement/c/600128_200010.pdf
4,2001-08-17,弘业股份半年报,/disclosure/listedinfo/announcement/c/600128_2001_1.pdf
5,2001-08-29,弘业股份半年报补充公告,/disclosure/listedinfo/announcement/c/600128_20010829_1.pdf
6,2001-09-14,弘业股份上市公司章程,/disclosure/listedinfo/announcement/c/600128_2001_g.pdf
7,2001-09-28,弘业股份回访报告,/disclosure/listedinfo/announcement/c/600128_20010928_1.pdf
8,2002-04-12,弘业股份总经理工作细则,/disclosure/listedinfo/announcement/c/600128_20020412_7.pdf
9,2002-04-12,弘业股份章程修改议案,/disclosure/listedinfo/announcement/c/600128_20020412_6.pdf
10,2002-04-12,弘业股份信息披露管理办法,/disclosure/listedinfo/announcement/c/600128_20020412_5.pdf
11,2002-04-12,弘业股份年报,/disclosure/listedinfo/announcement/c/600128_2001_n.pdf
12,2002-04-12,弘业股份监事会议事规则,/disclosure/listedinfo/announcement/c/600128_20020412_4.pdf
13,2002-04-12,弘业股份股东大会议事规则,/disclosure/listedinfo/announcement/c/600128_20020412_3.pdf
14,2002-04-12,弘业股份董事会议事规则,/disclosure/listedinfo/announcement/c/600128_20020412_2.pdf
15,2002-04-12,弘业股份财务管理规定,/disclosure/listedinfo/announcement/c/600128_20020412_1.pdf
16,2002-04-25,弘业股份第一季度季报,/disclosure/listedinfo/announcement/c/600128_2002_1.pdf
17,2002-06-18,弘业股份回访报告,/disclosure/listedinfo/announcement/c/600128_20020618_1.pdf
18,2002-06-22,弘业股份股东大会会议资料,/disclosure/listedinfo/announcement/c/600128_20020622_1.pdf
19,2002-06-26,弘业股份股东大会决议公告,/disclosure/listedinfo/announcement/c/600128_20020626_1.pdf
20,2002-08-02,弘业股份半年报,/disclosure/listedinfo/announcement/c/600128_2002_z.pdf
21,2002-10-26,弘业股份第三季度季报,/disclosure/listedinfo/announcement/c/2002-10-26/600128_2002_3.pdf
22,2003-03-21,弘业股份上市公司章程,/disclosure/listedinfo/announcement/c/2003-03-21/600128_20030321_g.pdf
23,2003-03-21,弘业股份年报,/disclosure/listedinfo/announcement/c/2003-03-21/600128_2002_n.pdf
24,2003-03-21,弘业股份股东大会议事规则,/disclosure/listedinfo/announcement/c/2003-03-21/600128_20030321_1.pdf
25,2003-03-21,弘业股份董事会议事规则,/disclosure/listedinfo/announcement/c/2003-03-21/600128_20030321_2.pdf
26,2003-04-25,弘业股份第一季度季报,/disclosure/listedinfo/announcement/c/2003-04-25/600128_2003_1.pdf
27,2003-04-29,弘业股份股东大会会议资料,/disclosure/listedinfo/announcement/c/2003-04-29/600128_20030429_1.pdf
28,2003-05-13,弘业股份股东大会决议公告,/disclosure/listedinfo/announcement/c/2003-05-13/600128_20030513_1.pdf
29,2003-08-14,弘业股份半年报,/disclosure/listedinfo/announcement/c/2003-08-14/600128_2003_z.pdf
30,2003-10-30,弘业股份第三季度季报,/disclosure/listedinfo/announcement/c/2003-10-30/600128_2003_3.pdf
31,2004-01-29,弘业股份投资者关系管理办法,/disclosure/listedinfo/announcement/c/2004-01-29/600128_20040129_2.pdf
32,2004-01-29,弘业股份董事会决议公告,/disclosure/listedinfo/announcement/c/2004-01-29/600128_20040129_1.pdf
33,2004-04-17,弘业股份上市公司章程,/disclosure/listedinfo/announcement/c/2004-04-17/600128_20040417_g.pdf
34,2004-04-17,弘业股份年报,/disclosure/listedinfo/announcement/c/2004-04-17/600128_2003_n.pdf
35,2004-04-17,弘业股份监事会决议公告,/disclosure/listedinfo/announcement/c/2004-04-17/600128_20040417_2.pdf
36,2004-04-17,弘业股份董事会决议公告,/disclosure/listedinfo/announcement/c/2004-04-17/600128_20040417_1.pdf
37,2004-04-29,弘业股份董事会决议公告暨召开2003年度股东大会通知,/disclosure/listedinfo/announcement/c/2004-04-29/600128_20040429_1.pdf
38,2004-04-29,弘业股份第一季度季报,/disclosure/listedinfo/announcement/c/2004-04-29/600128_2004_1.pdf
39,2004-05-25,弘业股份2003年度股东大会会议资料,/disclosure/listedinfo/announcement/c/2004-05-25/600128_20040525_1.pdf
